단어,빈도수
입으,1
비스듬하,1
고지,1
시뻘건,1
암석,1
끌어안으며,1
물러서,1
서운함을,1
모양새,1
두루,1
휴지,1
발치,1
파랗고,1
맞춘,1
자서,1
상응,1
보답,1
빈약했다,1
나아가려,1
부딪히게,1
가졌던,1
대부,1
주릴,1
갈라지,1
터지,1
미어질,1
좋겠,1
고적,1
가판,1
자급자족,1
깜박일,1
잡히는,1
뜨곤,1
버짐,1
르트려,1
생기기,1
있겄누,1
구들장,1
일중독,1
입는,1
감자마자,1
털고는,1
파먹을,1
깎는데,1
불편할,1
부러질,1
칸칸,1
광신도,1
완벽,1
단박,1
실행,1
스케줄,1
실망하게,1
무심하다고,1
구먼,1
물며,1
외로,1
꼬았다,1
굵게,1
않으면서도,1
목청껏,1
복음,1
스테이,1
차며,1
떠났는데,1
괜찮겠어요,1
올라가도,1
그랬군요,1
있었겠니,1
참말,1
정신병원,1
받으면,1
하잖아,1
운지,1
무서운지,1
억울,1
한지,1
갈리도록,1
추웠겠지,1
무서웠겠,1
무서웠겠지,1
억울했겠,1
러졌다,1
뒤따르듯,1
노숙,1
보낸다면,1
말구,1
맞장구,1
담뱃재,1
펄럭이는,1
넘실넘실,1
서성거리다가,1
반들반들하게,1
추웠겠,1
들어도,1
냉정하며,1
하모니카,1
맹인,1
빙충맞은,1
툭,1
없다지,1
그렇구,1
별난,1
사례,1
열거,1
감추었던,1
나타났다는,1
위험하지,1
껴지는,1
꼴짝,1
물려던,1
늦어지는구먼,1
갑작스러,1
지워진,1
흥,1
더하였으며,1
경범죄,1
일가견,1
떠들더니,1
감감,1
땜,1
눔,1
봐야,1
되는가보다,1
들이치며,1
달려들었다,1
았소,1
떨어져서,1
되지도,1
장사,1
밑천,1
되나,1
미녀,1
관광지,1
키워서,1
부자,1
라우,1
다니구,1
어왔어,1
다닌다,1
날다,1
저물고,1
깨어져,1
아우,1
여기서도,1
모르는데,1
아신단,1
자라거든,1
산삼,1
아줌마,1
배차,1
시간표,1
져라,1
쏘아보더니,1
짚었고,1
호포,1
파르르,1
갑옷,1
끌어내어진,1
가셔요,1
금박,1
일어났기,1
메고는,1
허허,1
칠판,1
적혔잖우,1
하기까지,1
목격,1
킹,1
상세,1
델,1
실눈,1
애썼던,1
사이였던,1
어던진,1
뛰어다녔다고,1
음담,1
받아들였,1
있었다더라,1
보았다더라,1
들려주어,1
즐겁,1
한델,1
눈웃음,1
쫓,1
두리번거리다가,1
이상하네,1
봤,1
건너면,1
던지기,1
없다우,1
성하다,1
몰라두,1
버렸구,1
곰살궂,1
조곤조곤,1
일러주었다,1
거길,1
였는지,1
철문,1
주고받고,1
있었는지를,1
라진,1
알았을,1
웅웅거리,1
오는데,1
걸어왔던,1
지워지,1
일부분,1
잣나무,1
걸어왔을까,1
밴,1
저려오는,1
흐른,1
전염,1
체머,1
떠밀,1
화통,1
직행,1
열리자,1
주춤주춤,1
눈좀,1
활보,1
행방불명,1
던데,1
타이탄,1
샀잖어,1
주려구,1
들어간다고,1
하더래,1
민들레,1
잎사귀,1
홍채,1
버릴지도,1
해주어야,1
그릴,1
돌아보고는,1
어올,1
따라오고,1
화근,1
선짓국,1
난다고,1
앙상하게,1
태웠다,1
총탄,1
질긴,1
가르쳐주는,1
즐거움,1
내려가다가,1
높아지,1
평평해지는,1
살았어서,1
조그맣다오,1
다짐하듯이,1
졌지만,1
험한가요,1
험하진,1
다니니까,1
그랬지,1
가봤던,1
자라서,1
있겠네,1
실한가,1
꺾어지자,1
나오긴,1
나아갈수록,1
부드러워,1
젖히,1
베었다,1
시큰거렸으,1
덜그럭,1
얼거,1
끌수록,1
잃게,1
체온조절,1
떨구고,1
산행,1
어온,1
신히,1
아플,1
해오긴,1
앓,1
건넌방,1
듣던,1
때리고,1
사립문,1
걸렀으,1
물렸다,1
채근하,1
화난,1
응수,1
그럽니다,1
괜찮으니까,1
마십시오,1
부동,1
화살,1
옴,1
갈랫길,1
지났었,1
였는,1
묻기,1
기본,1
물들인,1
노릇,1
짙,1
그을렸다,1
무력하게도,1
다르게,1
애절하게도,1
강인하게도,1
모르겠니,1
굵어지는,1
다세대,1
삼십오,1
땡볕,1
자그마하고,1
파삭파삭,1
부스러뜨릴,1
벙어리,1
폭약,1
튀는,1
부러졌다,1
좋,1
건강할,1
걸린다는,1
좋고,1
허비,1
한가운데,1
그랬잖소,1
방방곡곡,1
뽕나무,1
오디,1
따러,1
부패한,1
구레나룻,1
쯧쯧,1
다셨다,1
전광판,1
밝히고,1
늘어가고,1
많,1
남았을까,1
떻,1
사는지,1
모자란,1
보았어,1
않았나요,1
허구,1
없네,1
있습니까,1
일용품,1
납작,1
코로,1
내려앉았어,1
이상하다는,1
떠나갔지,1
낙심,1
어려서,1
보이려,1
어지러워서,1
빌어,1
되겠어,1
노인도,1
봤다고,1
알았으면,1
치자,1
걷느라고,1
흘린,1
식으면서,1
잃어,1
따라오며,1
휘청,1
괘,1
게워,1
썩기,1
아까운,1
할말이,1
일가,1
아들내미,1
뿌려주게,1
알아서요,1
쉬울,1
있었느냐는,1
정해,1
그리구,1
아비,1
허고,1
나왔으,1
어미,1
닮았으면,1
선명하게,1
나타났다가,1
추려,1
떠밀려,1
가던,1
물컹한,1
44982172,1
44982173,1
잔기침,1
남겨놨을,1
매정하게,1
더러웠으며,1
마스크,1
가리지,1
찌르며,1
않다면,1
큼지막한,1
몰랐는데,1
해보니,1
씐,1
같더라구요,1
봤을,1
르잖아,1
있든,1
긴데,1
없잖니,1
흐렸었다,1
같으네요,1
싸매서,1
그러고는,1
섬뜩했다니까,1
기우뚱,1
발차,1
하더라도,1
울려퍼지,1
냉정하고,1
스카프,1
딛는,1
나아가다가,1
오목한,1
무겁지,1
짓눌러,1
푸드득,1
흩어지며,1
낼수,1
나았겠지만,1
부딪혀야,1
탔다면,1
참아야,1
털어내며,1
했었지만,1
따라가기,1
떨려오는,1
내기였,1
탄다는,1
천만다행,1
44982174,1
아프더니,1
탁해지고,1
넘어지려,1
꽝꽝,1
잠기는,1
헤쳐내고,1
메운,1
뱉어져,1
몰아쳤다,1
유일,1
온기,1
무너지는지,1
버리는지,1
다가섰을,1
서까래,1
대로의,1
쓰였을,1
무너졌을,1
잔해,1
어모,1
안녕하십니까,1
하실,1
남겨주십시오,1
가누는,1
그러졌을,1
악물고,1
가파르,1
왔는데도,1
걸었기,1
다가온,1
털어내자,1
둘러싸며,1
밟아오던,1
나타난다고,1
다가오던,1
엎어지듯,1
안겼다,1
감싸여,1
덜미,1
남았네요,1
켠에는,1
너댓,1
않게도,1
지핀,1
남겨놓은,1
인기척,1
익숙해,1
누웠던,1
가져다놓았던,1
덕택,1
얹자,1
부스러졌,1
힐끗,1
바라본,1
컴퓨,1
찢어져,1
미줄이,1
주렁주렁,1
켜놓은,1
지네,1
쓸어놓은,1
누울,1
쓸어내고,1
용머리,1
묶어놓았던,1
촘촘,1
견고하게,1
개도,1
돌아오리라,1
정돈,1
눈비,1
갔어요,1
가버렸다구요,1
사그라든,1
바삭바삭하고,1
솔숲,1
털어내고,1
교본,1
퍼득이,1
빠져나갔을,1
붙이려,1
없어졌어요,1
시켰을,1
웃었을까,1
들렸던,1
느낌이었을,1
버렸어요,1
어져나갈,1
올려다본,1
호리하고,1
바바,1
찾아왔군요,1
어긋났을까,1
피우,1
묵었을,1
[,1
],1
뒤안,1
가보았다,1
도독하게,1
다진,1
아님을,1
포근하구나,1
간다구요,1
완연,1
주춤,1
숲길,1
떼어놓,1
헐,1
불안하게,1
비틀거렸는,1
치켜뜨며,1
짚,1
어둑했다,1
서두른다면,1
저문다,1
넘어가면,1
어두워지기,1
되돌아가,1
꺾여,1
잠들었을까,1
돌아가야,1
멀었다,1
잠들어서는,1
깨워,1
잔불,1
흔든,1
덥혀질,1
있으랴,1
찾아가지고,1
돌아오,1
실패한다,1
타닥타닥,1
닳은,1
끊기듯,1
횃대,1
해야겠어요,1
울먹이는,1
애원,1
이천원,1
집히는,1
접은,1
가져가야지,1
돌아왔는데,1
오겠어,1
얼룩진,1
어중간한,1
참느라고,1
대학로,1
이었다면,1
헤매어다니고,1
잘난,1
삼촌,1
고모,1
정다운,1
끔찍하다니,1
놀라지,1
봤죠,1
온다구,1
가봐야겠어요,1
살래요,1
싶었는지,1
그랬죠,1
부르지,1
혈족,1
본뜬,1
싫다면서,1
클어진,1
신병이,1
가누지,1
맑아졌다,1
만도,1
돌이킬,1
진정하려,1
뜯,1
지르고,1
아름드리,1
기다랗,1
벌어,1
가냘프고,1
토막,1
으러,1
헝,1
얼빠진,1
다가가지도,1
물러서지도,1
어리석기,1
꺾을,1
난감해졌다,1
알아듣기,1
희미했,1
온다구요,1
키득거리,1
쫓아가,1
후려치,1
남겠어요,1
불안정한,1
나아가던,1
붉었으나,1
머무르며,1
망하듯,1
철철,1
넘치고,1
시커멓게,1
쪼글쪼글,1
욕지거리,1
가겠어,1
엌,1
앉혔다,1
있더니,1
리석,1
어야만,1
내뱉었어야,1
기다리느라고,1
바쳐,1
쳐줘,1
터져나오려는,1
틀렸죠,1
터뜨렸을지도,1
틀렸어요,1
드렸는지,1
전조,1
휩,1
지피면서,1
달구어졌고,1
더러우나마,1
내딛,1
어두워지면,1
괴롭혔,1
두고가요,1
속삭임,1
잡아먹고,1
진의,1
얼룩져,1
내렸다는,1
남방,1
활엽수,1
돌담,1
야트막한,1
돌아가려,1
얼어붙고,1
녹아서,1
바라보,1
녹여,1
고약한,1
벗지,1
건너가,1
곱씹다,1
세간,1
보존,1
찬장,1
놋,1
부어,1
냉철한,1
정반대,1
갇히고,1
미줄처럼,1
옭아매는,1
느껴졌었다,1
맡겨놓은,1
탔어야,1
지피는,1
참담한,1
줄넘기,1
나서곤,1
가서도,1
다녀왔습니다,1
펌프,1
씻은,1
빨았다,1
쪼그리고,1
고혈압,1
파출부,1
노점상,1
나다니는,1
돌보아,1
쾌활했다,1
분홍,1
체조,1
낳은,1
낳을,1
사산,1
들이리라,1
기대했던,1
노산,1
모였던,1
지병,1
오름,1
뻥뻥,1
뭉쳐서,1
녹인,1
마시게,1
손금,1
밋밋한,1
터울,1
불기운,1
같았으므로,1
울부짖었던,1
입시,1
보거나,1
미안해,1
가서는,1
미안,1
오그라들어,1
풍기는,1
골고루,1
타서,1
잿,1
뒤집어주었다,1
그랬어요,1
겉면,1
뛰어나가면,1
건강하고,1
바퀴벌레,1
장학금,1
우등,1
등록금,1
바쁜,1
아꼈다,1
김치,1
때우,1
씌운,1
맨손체조,1
돌아오기도,1
깨우지,1
영아,1
열어주기,1
뜨거워서,1
울었냐는,1
분홍색,1
드러내어,1
어섰다,1
뒤치락,1
튤립,1
어긋나,1
참느,1
닦아주,1
까끌까끌했다,1
끊어졌던,1
나갔다가,1
코팅,1
녹기,1
너울거렸다,1
당연히,1
해어지고,1
열려는데,1
앉은뱅이,1
엎드리고,1
굳어,1
고드름,1
꺼내려던,1
쓰다듬으며,1
걱정스러운,1
시끄럽게,1
커야,1
같구나,1
미안함,1
월말,1
고사,1
주었을,1
자줏빛,1
연지,1
페리,1
안마,1
주무른,1
흔들었었다,1
계시니,1
편이거든요,1
복덕방,1
의기양양한,1
지어져,1
틀어도,1
성미,1
초라한,1
보금자리,1
무전,1
쐬고,1
쌈짓돈,1
받으려고,1
설레어,1
완도,1
고속,1
들이는,1
어긋난,1
연결하,1
기나긴,1
보내곤,1
흘러가던,1
태어나서,1
삼일,1
엠티,1
추우며,1
살았었다고,1
가제,1
비행기표,1
공항버스,1
올라오자,1
별천지,1
펼쳐졌,1
불길하게,1
느리,1
재앙,1
사리듯,1
터주,1
우측,1
여진,1
덥고,1
털어놓는다,1
끝난다,1
보였는지,1
무어,1
삭제,1
번개,1
탄과,1
치우던,1
계셔,1
갔는데요,1
시냐,1
이십여,1
왔었는데요,1
요통,1
나물,1
털어놓을,1
경영,1
가발,1
단독,1
체육,1
필수,1
과목,1
소질,1
수영장,1
구명,1
던져주었다,1
지어졌고,1
낡은데다,1
아귀,1
어맞,1
내외,1
하층,1
궂,1
겨울비,1
불지,1
지장,1
인원,1
많았던데다,1
젊은이,1
지인,1
올라오니까,1
세계였다,1
염주,1
굴리,1
중얼거리고,1
북해,1
연안,1
묵었다,1
싸늘했다,1
날림,1
좋다구요,1
머금,1
찾아낸다는,1
가능할까,1
목말,1
말라요,1
정박,1
어부,1
번영하던,1
버렸을,1
염두,1
두어야만,1
기울이려,1
모직,1
포근했던,1
얼어붙었다,1
함박눈,1
무인,1
떠내려,1
불기,1
묶이고,1
두드려,1
짬짬이,1
좋아했었다,1
가까워,1
잔잔했으니,1
작전,1
지휘,1
맡은,1
해경이,1
이상한데요,1
적는,1
부딪쳐,1
내뱉고,1
쾌활함을,1
그랬니,1
되어서부터,1
가라앉으며,1
애틋한,1
치명,1
두렵게,1
부르짖곤,1
나타나서,1
만나라도,1
봤으면,1
서만은,1
유가족,1
제주,1
중위,1
멀미,1
내밀며,1
돌아와서도,1
따뜻하,1
떠올릴,1
걷어내어,1
녹였다,1
고인,1
마르다,1
짚단,1
헝클어졌으며,1
찰싹,1
달라붙,1
올라왔던,1
넘기도록,1
안전하게,1
살아남을,1
끼곤,1
따라다니고,1
하게도,1
떠들썩하게,1
던져주고,1
만들었,1
겪은,1
남았으며,1
던져주는,1
느린,1
역구내의,1
중퇴,1
뒤틀다,1
깨어나곤,1
던져줄,1
멸하,1
던지지,1
던져야,1
말아야,1
할지의,1
꾸기,1
빼앗으려,1
않는데도,1
부둥켜안았다,1
껴안고,1
벗어야,1
가라앉는,1
벗으려,1
굶주리게,1
켜야만,1
여벌,1
얹어놓았는데,1
지났어도,1
잠들었,1
고통스러우리만치,1
피로하였지만,1
흘러가고,1
받아들였던,1
부딪힐,1
하여도,1
밀어내지지,1
미고,1
압박,1
들이마시,1
환부,1
찍으면서,1
지켜주는,1
부대끼다가,1
해방,1
켠,1
홀로,1
깨뜨릴,1
봉하,1
외로울,1
겨주고,1
미장원,1
지치는,1
생채,1
쌓였다,1
박였다,1
광차,1
울렸을,1
떨었었다,1
시침,1
넘겼을,1
집어넣고,1
시렸으,1
로불,1
스쳐가던,1
벼린,1
겨가지고,1
쾌활함으로,1
기성품,1
냈,1
대략,1
다듬었다,1
잘해야,1
닥쳐올,1
맡,1
꼭지,1
돌아가자마자,1
목록,1
나가지,1
서의,1
붙였던,1
초고,1
알겠죠,1
담백한,1
생겼,1
요일,1
남겼었다,1
이렇,1
대보름날,1
빌면서,1
태어났을까,1
서식,1
들이었을까,1
지나갔었다,1
생겼었어,1
해내며,1
돌아가며,1
러시아워,1
깨려는,1
짓눌러오는,1
느껴져,1
쏘아보았으나,1
치한,1
내려야,1
숨막히게,1
조용했다,1
요가,1
밥풀,1
정월,1
임유진,1
은희,1
인숙,1
밀물,1
채웠다가,1
물러나곤,1
산짐승,1
중이,1
보았고,1
산돼지,1
사위는,1
도트,1
프린터,1
가나다,1
석현,1
순이,1
승만,1
임신,1
바랐던,1
뛰어들어,1
사로잡히게,1
어렵게,1
되어가,1
민간인,1
불가능했지만,1
간청,1
신분,1
밀어내려,1
미어주며,1
힘들다,1
그랬는지도,1
끝났을,1
누웠,1
밝을,1
꿈꾸고,1
피식,1
쳐졌기,1
나였다,1
베풀,1
없었을까,1
한계,1
꾸다가,1
헛소,1
다다랐던,1
흰자,1
피고,1
새웠을까,1
뒤집,1
넣느라고,1
뻗었을,1
리털,1
빼앗겼기,1
삼키며,1
떠나오던,1
했듯이,1
파고들어오는,1
모멸,1
허영,1
걸어와,1
징그럽게,1
찌개,1
넣곤,1
평화로운,1
끊임없는,1
이기심,1
닫았을,1
불탄,1
던가,1
간절함을,1
간절함으로,1
집이었고,1
않느니,1
마느니,1
명징,1
않겠는가,1
해드릴,1
신청서,1
틀리다니오,1
충북,1
알기로,1
눌렀다,1
참빗,1
묻히,1
괜찮은데,1
그렇게는,1
시스템,1
본명,1
썼겠어요,1
띤,1
강제,1
맺었다,1
해봐라,1
겠어서,1
그런다,1
깃털,1
색액,1
흘,1
갖고는,1
됩니까,1
새치였다,1
유전,1
돋기,1
않고서는,1
나다닐,1
자르고는,1
약국,1
색약,1
들려오고,1
밟히는,1
신중하고,1
사각사각,1
밟으며,1
물러나며,1
어찔한,1
열어야,1
싸워,1
용감한,1
살아남았다는,1
가까워오는,1
그러냐,1
같아서요,1
달랬다,1
멈췄다,1
섬약했다,1
얻어맞거나,1
울며,1
돌아오면,1
쥐어주며,1
겨냥,1
코피,1
버리라,1
들출,1
떨려오기,1
심각했기,1
달라졌을,1
올려다보고만,1
서글프게,1
만들었었다,1
기질,1
컴퓨터,1
작달막한,1
벗어진,1
추켜,1
생겼습니까,1
써주셔서,1
약재,1
잡아가는,1
위임장,1
필요하,1
도장,1
가져가야,1
피치,1
떼려,1
간곡,1
틀린데요,1
날아들었다,1
컴,1
잘룩,1
유연한,1
움직였다,1
자생,1
천연기념물,1
떼려면,1
열어라,1
관자놀이,1
겨누,1
더듬,1
얄팍하고,1
산도,1
환청,1
깨는,1
시간제,1
필요하면,1
조회,1
무실의,1
찾아보았다,1
모자,1
본적,1
격했다,1
양파,1
깎다,1
꿔,1
러스펜,1
다르다는,1
없나요,1
증명서,1
총무,1
죽였,1
만져도,1
펴지지,1
떠봐,1
아끼기,1
끝없는,1
처절하게,1
꽂히는,1
소수만,1
다잡을,1
접혀,1
불길한,1
흘리며,1
식어가고,1
쓰다듬었다,1
원한,1
흙덩이,1
얼싸안고,1
있잖아,1
꼼지락,1
감추었,1
통조림,1
큰한,1
황도,1
엉금엉금,1
이상하,1
멀어짐에도,1
만들어야겠어,1
괸,1
나하나의,1
섬기다가,1
뭉뚱그려,1
식어,1
쏟아졌는지,1
흐르며,1
술렁거리고,1
껴안았다,1
혀뿌리,1
할수록,1
휘저으,1
문구,1
튀고,1
밀어주,1
깨는걸,1
빠져나가던,1
적셨다,1
뿐이었을까,1
만지,1
충분하지,1
전하,1
있겠지,1
완전해질,1
퍼렇게,1
러뜨리,1
치다가,1
디뎠다,1
말하듯이,1
다녀온,1
하는구나,1
하기만,1
가봤었는데,1
있더라구요,1
입신,1
살았었나,1
넘나,1
한갓,1
수작,1
쏘았다,1
속삭이는,1
둥지,1
돌려도,1
빨랐으며,1
났,1
갑갑하여,1
끄러,1
바라보고만,1
조용하고,1
울까,1
숨결,1
불쾌하게,1
잔잔한,1
끌어안아주고,1
끌어내어,1
올려다주는,1
다정한,1
벅차올랐다,1
부르려고,1
다가가려고,1
호통,1
이냐,1
사납고,1
남루한,1
꿈이라면,1
다정했고,1
가냘펐고,1
부드러웠다,1
고름,1
의상,1
후리해,1
마주치자,1
들먹거렸다,1
삼키다,1
주려는,1
묻힌,1
남색,1
칼라,1
핏물,1
까닥까닥,1
학생용,1
부러진,1
밀어내는,1
가란,1
젯,1
뿜어내며,1
쉽잖아,1
쾌활하게,1
내뱉은,1
까에,1
식어서,1
움직여야,1
일어나듯,1
어설프게,1
뜨거워지기,1
원히,1
풀릴,1
쌓였던,1
날리면서,1
꽂혀,1
해졌어,1
떠다놓은,1
뱉는,1
잊혀져,1
배추흰나비,1
팔랑거리고,1
일어설,1
문간,1
멈춰요,1
소리치기,1
9,1
뜨거워,1
어둑하긴,1
끓었는데,1
가라앉았어,1
새운,1
널빤지,1
부르튼,1
구경꾼,1
둘러싸,1
할인점,1
매장,1
둘러선,1
올려다보며,1
구미,1
잡았다고,1
월차,1
내었다,1
알아내자는,1
크면,1
크겠어요,1
알리려고,1
흘리는,1
쓰러진,1
장애,1
승리,1
류,1
다뤄오던,1
신변,1
변해가는,1
쌓,1
되게,1
내려치는,1
쓰러졌던,1
무마,1
틀어막은,1
어른어른,1
차렸다,1
않았기,1
도망질,1
펴라,1
퍼질,1
저러잖아,1
웅성거리기,1
있단,1
다가가려던,1
봤다니까,1
다가갔더니,1
중순,1
나오므로,1
제로,1
들어맞기,1
어려운,1
소재,1
입니까,1
문젭,1
점원,1
복장,1
다짜고짜,1
수상해서,1
집애,1
쭉,1
틀림없어,1
꾹,1
고르다가,1
웅성거리는,1
헤치,1
올리거나,1
후려칠,1
태세,1
효용,1
진취,1
맞출,1
활기차게,1
소생,1
와야,1
보일지,1
지로,1
살래살래,1
흔들었을,1
당겼다,1
넘겨주었다,1
뺏지,1
않을게,1
케케묵,1
먹혀,1
효,1
모모,1
비키란,1
······!,1
슬금슬금,1
뜨지는,1
지나가던,1
디밀고,1
삿대질,1
지팡이,1
얜,1
훔치거나,1
변상,1
하겠습니다,1
복받치려,1
시뻘게진,1
무겁고,1
뭉쳐져,1
번민,1
휘청거릴,1
렁대,1
소중하게,1
움켜쥐,1
내던져,1
올렸다가는,1
박아가며,1
두창,1
말릴,1
손위,1
강인했다,1
데려가려고,1
돌리지,1
붙들었,1
휘둥그레진,1
생쥐,1
맞추고,1
차분했다,1
움켜쥐고,1
안다시피,1
되다시피,1
지나쳤던,1
완구,1
종이접기,1
들여다봤었다,1
샘플,1
생활용품,1
희미하게,1
들려왔을,1
긍지,1
퇴짜,1
곤란하다는,1
검증,1
이어야죠,1
주저앉을,1
드랑,1
희기만,1
어지럼치,1
헤어,1
꺾이려는,1
시립,1
원도,1
찾아가는,1
신들,1
지난날,1
퍼덕,1
푸르렀다,1
물고기,1
빠져나가며,1
헐떡이기,1
조심해,1
걷다가,1
돌아가겠니,1
버렸을까,1
왔다가,1
지질려,1
올리려고,1
다가가던,1
악물며,1
말아라,1
비늘,1
벌렸다,1
들려오다가,1
켜져,1
만져지는,1
곱슬,1
사마귀,1
주름살,1
보이는데,1
몰아치기,1
떼처,1
날아오겠어,1
가야겠어,1
가르며,1
날아드는,1
웅성거리며,1
쳐졌,1
풀었으므로,1
되돌아왔다,1
둘러져,1
고였다,1
탁하고,1
감기려는,1
퀴었다,1
강풍,1
아뜩해,1
나동그라졌다,1
스르,1
일어선,1
두르지,1
사정없이,1
빼내어,1
아득하게,1
나타난다,1
끝부,1
치거나,1
도망치지,1
내려가다,1
떠오르기,1
매달려야,1
떠오른,1
들면,1
버리,1
중미,1
있는데다,1
난색,1
생소한,1
표제,1
경력,1
닥쳤다가,1
지나갈,1
차바퀴,1
이기고,1
지나간다,1
튄다,1
꿇,1
는다,1
허벅다리,1
세어,1
만지곤,1
잡아끌어,1
웃곤,1
간지럽히며,1
흥얼거렸다,1
생각나지,1
회기동,1
왕십리,1
봤더랬,1
살았었어요,1
붉혔다,1
되더라구요,1
답답하고,1
각박하고,1
겨온,1
부하,1
졸려,1
생각났다,1
된장찌개,1
맛있게,1
끓였고,1
싫어해서,1
걸어가면,1
있다는데,1
왕인,1
닷새,1
는걸,1
운전대,1
철학,1
쫒,1
만이라도,1
잃어버리,1
곱씹고,1
늘려,1
무서워질,1
낼지도,1
되살리려,1
실패한,1
소자,1
유보,1
비틀비틀,1
시시했겠어,1
나야,1
갖다주느라고,1
대학생,1
보았는지,1
다니다가는,1
죽어요,1
얇아가지고서는,1
입장,1
휴먼,1
만나야,1
거창,1
오갈,1
답답했던,1
가느냐,1
가느냐는,1
물을까,1
다그쳤을,1
스표,1
해서였다,1
웬일,1
돌아와서,1
진서,1
떼어다가,1
기름값,1
빼,1
생계,1
수긍,1
개키,1
뒤늦은,1
얻었는지,1
기정,1
궂은일,1
와만,1
명랑한,1
문간방,1
나니,1
몸통,1
한양,1
가져갔다는,1
끔찍하죠,1
박하고,1
왜소하고,1
달래지,1
알잖니,1
궁촌리란,1
살았다고,1
붙여진,1
유배,1
지에서,1
죽임을,1
당했다,1
공양왕릉,1
불편하지,1
가이드,1
공양,1
천진시,1
오십여,1
궁촌,1
한달음,1
데려다주었다,1
퍼붓다,1
무섭도,1
서늘해서,1
섞으며,1
느새,1
소란,1
어지럼,1
몰아쳤다가,1
웃다,1
울다,1
외꼬았었다,1
붙이자마자,1
져가는,1
문질,1
때렸고,1
부었다,1
휩싸이며,1
뜬다,1
태우며,1
터뜨렸었다,1
사위어가는,1
몰랐었다,1
기어다니고,1
오그라들며,1
저물어,1
여름철,1
비워,1
내놓았다,1
아이구,1
둘렀다,1
흐렸던,1
붙이자,1
다듬어,1
널어놓고,1
가으내,1
오일장,1
모여들,1
사오겠다고,1
바짝,1
쌓일,1
미지근했다,1
찾는다,1
데려올,1
나뭇잎,1
새겨져,1
옥수수,1
건너다,1
자치,1
잠들었을,1
끌어안아주었었다,1
달래곤,1
똑같,1
다르던,1
넘었,1
집었다,1
뜨거우리라,1
가혹한,1
때려,1
으면,1
들끓던,1
거칠,1
생각날까,1
걸었던,1
아슴아슴,1
뿐이잖아요,1
있으란,1
돌아오기만,1
기다리란,1
일어날지,1
돋았고,1
배고픔을,1
이기느라고,1
생겼는,1
시꺼먼,1
가겠어요,1
어이없게도,1
벌름,1
새겨진,1
종업원,1
노여움,1
세한,1
내다보느라고,1
찬결,1
아득하고,1
수리,1
차곡차곡,1
깨뜨리며,1
이루지,1
꽃처럼,1
흘러내려,1
뿌연,1
루룩,1
마시곤,1
히쭉,1
흥얼거리는,1
매만지면서,1
끄응,1
끼쳐,1
계셨던,1
진회,1
모진,1
빙빙,1
매달아놓은,1
강냉이,1
당기는,1
남실남실,1
엎드렸던,1
기대었다,1
뒷문,1
열리면서,1
이웃,1
아니잖아,1
밀지,1
럿,1
뽑아내지,1
거무죽,1
버린단다,1
다듬던,1
궐련,1
성냥,1
단단하지,1
자도,1
관솔불,1
훤하,1
준단다,1
마주치는데,1
잡아먹히는,1
벌벌,1
함진,1
이름이었어요,1
마셔,1
버리라고,1
막혀서,1
어흑어흑,1
많아지곤,1
운단다,1
행주,1
펴며,1
털어놓기,1
내렸다고,1
였다고도,1
했었어요,1
다녔다는,1
함덕,1
말린,1
대추,1
다져,1
손수,1
달이곤,1
물린,1
따르고,1
드려라,1
드리우고,1
머릿결,1
긁어,1
파고들자,1
지그,1
뿜어냈다,1
물씬,1
인삼,1
틀림없이,1
먹었느냐,1
마시겠느냐,1
까딱,1
걷어찼,1
서운,1
르륵,1
냉큼,1
먹으면,1
직효,1
산신령,1
재담,1
분장,1
희극,1
거북한,1
11,1
바뀌고,1
어느덧,1
핀다,1
치켜들어,1
망연,1
손끝,1
녹물,1
달여,1
웅크려져,1
열의,1
버린다,1
좋아해서,1
핥,1
버리고는,1
낙엽,1
숨고,1
낡,1
어리석었다,1
매표,1
맡긴,1
뒤뚱거리,1
가져다준,1
떠났다가,1
돌아왔다가,1
드리며,1
보이곤,1
칸방,1
다르지,1
스며들었다,1
담가놓았,1
써요,1
앙다문,1
닫혔다,1
홀려,1
워진,1
바라다보았,1
꿈이었을까,1
힐긋,1
끊기지,1
홈질,1
멍하니,1
희어서,1
부채꼴,1
흘긋,1
끌어안은,1
머니의,1
떨군,1
콧날,1
짖는,1
더냐,1
둠이었다,1
빗물,1
쭈뼛,1
느이,1
소리칠,1
컬컬,1
입천장,1
갔어,1
발버둥치며,1
울어대,1
모른단,1
이씨,1
한글,1
자지러지며,1
빤지,1
삐거덕,1
떠지던,1
수많았던,1
아부,1
하얗,1
긁어대,1
덮어주며,1
아는데두,1
칭,1
같았었다,1
끓는,1
발뒤꿈치,1
시려오도록,1
침침,1
추적추적,1
축축하고,1
푸석푸석한,1
무서웠는,1
꺼내지,1
샅샅,1
살피던,1
챘다,1
있을지도,1
고팠어요,1
허기졌는,1
마셨어요,1
마려워,1
준다,1
던져진,1
자온,1
만족하,1
오세요,1
가셨어요,1
좁쌀,1
여물,1
냉이,1
먹었어요,1
부쩍,1
식탐,1
꿈꾸었던,1
에서조차,1
얼핏얼핏,1
일어나기,1
희끄무레,1
그려져,1
부평초,1
부르려,1
떠다니다,1
부패하리라,1
해인,1
들어갔어,1
된대,1
보내라고,1
왔지,1
준다면,1
끌어다,1
안았으나,1
잡아주는,1
늉,1
밀쳐,1
